arxiv_id,start_time,end_time,duration_sec,size_before_mb,size_after_mb,output_size_mb,max_ram_mb,avg_ram_mb,status
2412.17994,2025-11-14T16:58:39.571192,2025-11-14T16:58:48.902638,9.331,3.418,0.022,0.022,191.68,191.674,success
2412.17995,2025-11-14T16:58:41.392238,2025-11-14T16:58:50.726221,9.334,1.377,0.07,0.07,191.859,191.696,success
2412.17996,2025-11-14T16:58:47.105690,2025-11-14T16:58:56.967778,9.862,4.515,0.05,0.05,191.867,191.817,success
2412.17997,2025-11-14T16:58:47.308695,2025-11-14T16:58:57.369186,10.06,0.592,0.288,0.288,191.867,191.822,success
2412.18000,2025-11-14T16:58:50.733023,2025-11-14T16:59:00.724316,9.991,4.076,0.08,0.08,191.867,191.867,success
2412.17999,2025-11-14T16:58:48.911010,2025-11-14T16:59:00.990529,12.08,6.532,0.335,0.335,191.867,191.855,success
2412.17998,2025-11-14T16:58:47.571208,2025-11-14T16:59:03.529150,15.958,22.556,0.236,0.236,191.871,191.843,success
2412.18001,2025-11-14T16:58:56.975969,2025-11-14T16:59:07.948433,10.972,1.527,0.377,0.377,191.871,191.869,success
2412.18004,2025-11-14T16:59:01.001161,2025-11-14T16:59:10.459073,9.458,0.219,0.097,0.097,191.871,191.871,success
2412.18002,2025-11-14T16:58:57.375498,2025-11-14T16:59:11.564321,14.189,0.881,0.286,0.286,191.871,191.87,success
2412.18005,2025-11-14T16:59:03.536070,2025-11-14T16:59:16.117501,12.581,2.109,0.214,0.214,191.871,191.871,success
2412.18006,2025-11-14T16:59:07.955688,2025-11-14T16:59:17.208893,9.253,1.553,0.051,0.051,191.871,191.871,success
2412.18007,2025-11-14T16:59:10.468060,2025-11-14T16:59:18.727946,8.26,0.505,0.182,0.182,191.871,191.871,success
2412.18003,2025-11-14T16:59:00.729840,2025-11-14T16:59:20.333412,19.604,69.69,0.598,0.598,191.871,191.871,success
2412.18009,2025-11-14T16:59:16.165859,2025-11-14T16:59:25.139175,8.973,0.077,0.066,0.066,191.871,191.871,success
2412.18012,2025-11-14T16:59:20.338508,2025-11-14T16:59:28.690043,8.352,0.682,0.05,0.05,191.871,191.871,success
2412.18008,2025-11-14T16:59:11.571627,2025-11-14T16:59:29.070094,17.498,21.613,1.776,1.776,191.871,191.871,success
2412.18011,2025-11-14T16:59:18.736268,2025-11-14T16:59:30.191466,11.455,3.603,0.302,0.302,191.871,191.871,success
2412.18010,2025-11-14T16:59:17.218634,2025-11-14T16:59:32.289792,15.071,37.531,0.331,0.331,191.871,191.871,success
2412.18013,2025-11-14T16:59:25.147271,2025-11-14T16:59:33.388681,8.241,2.931,0.035,0.035,191.871,191.871,success
2412.18014,2025-11-14T16:59:28.702461,2025-11-14T16:59:37.571204,8.869,0.186,0.161,0.161,191.887,191.874,success
2412.18016,2025-11-14T16:59:30.214509,2025-11-14T16:59:39.049345,8.835,0.0,0.0,0.0,191.887,191.877,no_tex
2412.18015,2025-11-14T16:59:29.076739,2025-11-14T16:59:40.979786,11.903,24.288,0.277,0.277,191.887,191.878,success
2412.18017,2025-11-14T16:59:32.295026,2025-11-14T16:59:41.782408,9.487,0.0,0.0,0.0,191.887,191.881,no_tex
2412.18019,2025-11-14T16:59:37.578619,2025-11-14T16:59:45.304180,7.726,0.0,0.0,0.0,191.887,191.883,no_tex
2412.18018,2025-11-14T16:59:33.395360,2025-11-14T16:59:45.697859,12.302,2.629,0.542,0.542,191.887,191.881,success
2412.18020,2025-11-14T16:59:39.058790,2025-11-14T16:59:47.185739,8.127,0.0,0.0,0.0,191.887,191.88,no_tex
2412.18022,2025-11-14T16:59:49.195617,2025-11-14T16:59:57.651013,8.455,1.154,0.4,0.4,191.891,191.881,success
2412.18023,2025-11-14T16:59:49.197270,2025-11-14T17:00:00.247340,11.05,29.871,0.124,0.124,191.891,191.884,success
2412.18021,2025-11-14T16:59:49.194068,2025-11-14T17:00:00.951407,11.757,17.089,0.139,0.139,191.891,191.884,success
2412.18024,2025-11-14T16:59:49.197543,2025-11-14T17:00:01.178408,11.981,6.743,0.162,0.162,191.891,191.885,success
2412.18026,2025-11-14T16:59:57.656569,2025-11-14T17:00:05.000432,7.344,4.621,0.025,0.025,191.891,191.891,success
2412.18025,2025-11-14T16:59:49.198622,2025-11-14T17:00:05.788532,16.59,28.349,0.768,0.768,191.891,191.886,success
2412.18027,2025-11-14T17:00:00.253745,2025-11-14T17:00:09.099546,8.846,0.51,0.083,0.083,191.891,191.891,success
2412.18029,2025-11-14T17:00:01.184675,2025-11-14T17:00:12.336743,11.152,43.74,41.752,41.752,191.898,191.891,success
2412.18030,2025-11-14T17:00:05.007459,2025-11-14T17:00:14.344079,9.337,2.123,0.073,0.073,191.898,191.893,success
2412.18028,2025-11-14T17:00:00.959508,2025-11-14T17:00:14.423311,13.464,0.0,0.0,0.0,191.898,191.892,no_tex
2412.18031,2025-11-14T17:00:05.796331,2025-11-14T17:00:17.644490,11.848,2.718,0.086,0.086,191.91,191.896,success
2412.18032,2025-11-14T17:00:09.107357,2025-11-14T17:00:18.146780,9.039,0.0,0.0,0.0,191.91,191.899,no_tex
2412.18033,2025-11-14T17:00:12.343256,2025-11-14T17:00:21.487787,9.145,1.002,0.13,0.13,191.91,191.905,success
2412.18034,2025-11-14T17:00:14.363214,2025-11-14T17:00:23.605796,9.243,1.77,0.082,0.082,191.91,191.908,success
2412.18035,2025-11-14T17:00:14.439201,2025-11-14T17:00:24.692032,10.253,1.413,0.067,0.067,192.355,191.943,success
2412.18036,2025-11-14T17:00:17.650562,2025-11-14T17:00:31.259490,13.609,42.467,41.668,41.668,192.355,192.151,success
2412.18038,2025-11-14T17:00:21.493790,2025-11-14T17:00:32.567131,11.073,6.561,0.084,0.084,192.363,192.258,success
2412.18039,2025-11-14T17:00:23.612347,2025-11-14T17:00:33.169575,9.557,2.523,0.053,0.053,192.363,192.342,success
2412.18040,2025-11-14T17:00:24.698246,2025-11-14T17:00:34.084054,9.386,0.095,0.073,0.073,192.363,192.357,success
2412.18037,2025-11-14T17:00:18.153221,2025-11-14T17:00:35.093451,16.94,9.535,0.158,0.158,192.367,192.206,success
2412.18041,2025-11-14T17:00:31.268185,2025-11-14T17:00:41.016331,9.748,0.0,0.0,0.0,192.367,192.365,no_tex
2412.18042,2025-11-14T17:00:32.574891,2025-11-14T17:00:44.544805,11.97,20.998,0.265,0.265,192.367,192.367,success
2412.18045,2025-11-14T17:00:35.100601,2025-11-14T17:00:45.037856,9.937,0.115,0.106,0.106,192.367,192.367,success
2412.18044,2025-11-14T17:00:34.093660,2025-11-14T17:00:45.434384,11.341,0.519,0.274,0.274,192.371,192.367,success
2412.18043,2025-11-14T17:00:33.176668,2025-11-14T17:00:49.351048,16.174,87.224,83.341,83.341,192.371,192.368,success
2412.18046,2025-11-14T17:00:41.022742,2025-11-14T17:00:49.354285,8.332,0.0,0.0,0.0,192.371,192.369,no_tex
2412.18048,2025-11-14T17:00:45.048485,2025-11-14T17:00:54.200813,9.152,10.09,0.108,0.108,192.371,192.371,success
2412.18049,2025-11-14T17:00:45.440185,2025-11-14T17:00:54.974315,9.534,0.057,0.057,0.057,192.371,192.371,success
2412.18050,2025-11-14T17:00:49.360011,2025-11-14T17:00:58.430394,9.07,0.112,0.112,0.112,192.371,192.371,success
2412.18047,2025-11-14T17:00:45.026285,2025-11-14T17:01:00.706560,15.68,3.234,0.316,0.316,192.371,192.371,success
2412.18051,2025-11-14T17:00:49.372662,2025-11-14T17:01:01.140963,11.768,46.223,46.123,46.123,192.371,192.371,success
2412.18052,2025-11-14T17:00:54.205642,2025-11-14T17:01:06.856538,12.651,3.99,0.16,0.16,192.371,192.371,success
2412.18055,2025-11-14T17:01:00.714915,2025-11-14T17:01:09.068277,8.353,0.123,0.024,0.024,192.371,192.371,success
2412.18054,2025-11-14T17:00:58.437150,2025-11-14T17:01:09.980004,11.543,0.224,0.224,0.224,192.371,192.371,success
2412.18053,2025-11-14T17:00:54.980478,2025-11-14T17:01:11.094124,16.114,14.065,0.582,0.582,192.371,192.371,success
2412.18057,2025-11-14T17:01:06.862961,2025-11-14T17:01:17.455536,10.593,15.885,0.023,0.023,192.41,192.393,success
2412.18056,2025-11-14T17:01:01.147323,2025-11-14T17:01:17.838175,16.691,42.56,0.075,0.075,192.41,192.386,success
2412.18058,2025-11-14T17:01:09.075917,2025-11-14T17:01:18.357420,9.282,0.396,0.13,0.13,192.41,192.4,success
2412.18059,2025-11-14T17:01:09.988306,2025-11-14T17:01:18.561388,8.573,0.82,0.041,0.041,192.41,192.403,success
2412.18060,2025-11-14T17:01:11.158242,2025-11-14T17:01:23.279134,12.121,36.572,0.087,0.087,192.41,192.409,success
2412.18061,2025-11-14T17:01:17.483814,2025-11-14T17:01:26.349472,8.866,3.483,0.051,0.051,192.414,192.41,success
2412.18064,2025-11-14T17:01:18.568415,2025-11-14T17:01:27.520936,8.953,0.212,0.199,0.199,192.414,192.411,success
2412.18062,2025-11-14T17:01:17.845130,2025-11-14T17:01:28.998862,11.154,0.098,0.098,0.098,192.414,192.411,success
2412.18063,2025-11-14T17:01:18.374940,2025-11-14T17:01:29.458796,11.084,0.748,0.066,0.066,192.414,192.411,success
2412.18065,2025-11-14T17:01:23.284285,2025-11-14T17:01:34.837907,11.554,16.077,0.036,0.036,192.414,192.413,success
2412.18066,2025-11-14T17:01:26.355900,2025-11-14T17:01:35.500570,9.145,0.0,0.0,0.0,192.414,192.414,no_tex
2412.18067,2025-11-14T17:01:27.528757,2025-11-14T17:01:37.563758,10.035,0.0,0.0,0.0,192.414,192.414,no_tex
2412.18068,2025-11-14T17:01:29.005394,2025-11-14T17:01:38.050620,9.045,0.0,0.0,0.0,192.414,192.414,no_tex
2412.18070,2025-11-14T17:01:34.844206,2025-11-14T17:01:40.559436,5.715,1.649,0.044,0.044,192.414,192.41,success
2412.18069,2025-11-14T17:01:29.465596,2025-11-14T17:01:41.427389,11.962,3.733,0.269,0.269,192.414,192.411,success
2412.18071,2025-11-14T17:01:43.469007,2025-11-14T17:01:51.303453,7.834,0.919,0.149,0.149,192.418,192.409,success
2412.18073,2025-11-14T17:01:43.470332,2025-11-14T17:01:52.507617,9.037,0.415,0.263,0.263,192.418,192.411,success
2412.18072,2025-11-14T17:01:43.469414,2025-11-14T17:01:52.813453,9.344,4.891,0.092,0.092,192.418,192.411,success
2412.18074,2025-11-14T17:01:43.470915,2025-11-14T17:01:55.349835,11.879,4.233,0.266,0.266,192.418,192.413,success
2412.18075,2025-11-14T17:01:43.471614,2025-11-14T17:01:58.260129,14.789,0.731,0.549,0.549,192.418,192.414,success
2412.18076,2025-11-14T17:01:51.309606,2025-11-14T17:02:01.965058,10.655,9.065,0.098,0.098,192.516,192.429,success
2412.18077,2025-11-14T17:01:52.538778,2025-11-14T17:02:01.997952,9.459,0.0,0.0,0.0,192.52,192.431,no_tex
2412.18079,2025-11-14T17:01:55.357010,2025-11-14T17:02:04.754456,9.397,0.114,0.114,0.114,192.598,192.468,success
2412.18080,2025-11-14T17:01:58.265882,2025-11-14T17:02:07.270694,9.005,0.071,0.071,0.071,192.598,192.522,success
2412.18081,2025-11-14T17:02:01.973045,2025-11-14T17:02:10.496740,8.524,0.752,0.144,0.144,192.598,192.583,success
2412.18082,2025-11-14T17:02:02.002794,2025-11-14T17:02:10.898629,8.896,3.8,0.068,0.068,192.598,192.583,success
2412.18078,2025-11-14T17:01:52.822513,2025-11-14T17:02:11.899511,19.077,50.062,0.401,0.401,192.598,192.51,success
2412.18083,2025-11-14T17:02:04.760734,2025-11-14T17:02:16.319486,11.559,2.588,0.147,0.147,192.598,192.598,success
2412.18085,2025-11-14T17:02:10.503871,2025-11-14T17:02:20.245931,9.742,0.401,0.39,0.39,192.602,192.599,success
2412.18086,2025-11-14T17:02:10.904890,2025-11-14T17:02:24.654550,13.75,12.888,0.147,0.147,192.602,192.6,success
2412.18087,2025-11-14T17:02:11.908063,2025-11-14T17:02:24.755004,12.847,0.044,0.044,0.044,192.602,192.6,success
2412.18088,2025-11-14T17:02:16.326433,2025-11-14T17:02:26.057234,9.731,3.972,0.056,0.056,192.602,192.601,success
2412.18084,2025-11-14T17:02:07.276784,2025-11-14T17:02:26.461055,19.184,14.798,0.659,0.659,192.602,192.599,success
2412.18089,2025-11-14T17:02:20.252699,2025-11-14T17:02:30.785700,10.533,4.798,0.061,0.061,192.602,192.602,success
2412.18090,2025-11-14T17:02:24.665191,2025-11-14T17:02:35.395829,10.731,12.177,0.069,0.069,192.617,192.606,success
2412.18093,2025-11-14T17:02:26.467204,2025-11-14T17:02:36.499156,10.032,2.707,0.057,0.057,192.617,192.608,success
2412.18092,2025-11-14T17:02:26.063946,2025-11-14T17:02:38.405212,12.341,34.279,0.11,0.11,192.617,192.609,success
2412.18091,2025-11-14T17:02:24.762205,2025-11-14T17:02:38.709615,13.947,2.157,0.094,0.094,192.617,192.608,success
2412.18094,2025-11-14T17:02:30.790924,2025-11-14T17:02:40.015953,9.225,0.0,0.0,0.0,192.617,192.614,no_tex
2412.18096,2025-11-14T17:02:36.505927,2025-11-14T17:02:45.235273,8.729,0.0,0.0,0.0,192.629,192.621,no_tex
2412.18095,2025-11-14T17:02:35.402074,2025-11-14T17:02:46.839763,11.438,0.723,0.064,0.064,192.629,192.622,success
2412.18098,2025-11-14T17:02:38.716591,2025-11-14T17:02:48.748423,10.032,1.526,0.091,0.091,192.629,192.625,success
2412.18099,2025-11-14T17:02:40.023360,2025-11-14T17:02:50.607709,10.584,14.078,0.057,0.057,192.629,192.627,success
2412.18097,2025-11-14T17:02:38.411517,2025-11-14T17:02:53.961569,15.55,13.823,0.184,0.184,192.633,192.626,success
2412.18100,2025-11-14T17:02:45.240695,2025-11-14T17:02:54.863195,9.623,0.967,0.053,0.053,192.633,192.629,success
2412.18101,2025-11-14T17:02:46.853158,2025-11-14T17:02:56.770597,9.917,0.734,0.026,0.026,192.633,192.63,success
2412.18102,2025-11-14T17:02:48.754491,2025-11-14T17:02:58.375300,9.621,0.992,0.05,0.05,192.633,192.631,success
2412.18103,2025-11-14T17:02:50.614081,2025-11-14T17:03:02.696696,12.083,20.239,0.306,0.306,192.633,192.632,success
2412.18104,2025-11-14T17:02:53.968165,2025-11-14T17:03:03.804595,9.836,2.781,0.184,0.184,192.633,192.633,success
2412.18105,2025-11-14T17:02:54.870381,2025-11-14T17:03:04.607294,9.737,4.529,0.082,0.082,192.633,192.633,success
2412.18106,2025-11-14T17:02:56.778126,2025-11-14T17:03:06.050319,9.272,2.013,0.094,0.094,192.633,192.633,success
2412.18107,2025-11-14T17:02:58.382344,2025-11-14T17:03:07.625082,9.243,1.447,0.092,0.092,192.633,192.633,success
2412.18110,2025-11-14T17:03:04.614050,2025-11-14T17:03:14.354486,9.74,0.457,0.106,0.106,192.637,192.635,success
2412.18108,2025-11-14T17:03:02.703716,2025-11-14T17:03:15.857647,13.154,10.512,0.152,0.152,192.637,192.635,success
2412.18111,2025-11-14T17:03:06.057142,2025-11-14T17:03:17.426040,11.369,20.34,0.154,0.154,192.637,192.636,success
2412.18112,2025-11-14T17:03:07.632272,2025-11-14T17:03:20.004373,12.372,30.902,0.122,0.122,192.641,192.637,success
2412.18109,2025-11-14T17:03:03.811467,2025-11-14T17:03:20.387962,16.576,0.811,0.208,0.208,192.641,192.636,success
2412.18113,2025-11-14T17:03:14.359377,2025-11-14T17:03:23.227175,8.868,0.113,0.113,0.113,192.641,192.638,success
2412.18114,2025-11-14T17:03:15.864382,2025-11-14T17:03:24.231348,8.367,0.038,0.038,0.038,192.641,192.639,success
2412.18115,2025-11-14T17:03:17.436416,2025-11-14T17:03:26.900168,9.464,8.092,0.226,0.226,192.641,192.64,success
2412.18117,2025-11-14T17:03:20.394500,2025-11-14T17:03:30.268699,9.874,0.192,0.188,0.188,192.641,192.641,success
2412.18118,2025-11-14T17:03:23.233546,2025-11-14T17:03:34.283811,11.05,0.47,0.073,0.073,192.641,192.639,success
2412.18119,2025-11-14T17:03:24.238079,2025-11-14T17:03:34.886788,10.649,2.593,0.402,0.402,192.641,192.639,success
2412.18116,2025-11-14T17:03:20.013614,2025-11-14T17:03:36.796556,16.783,34.607,1.043,1.043,192.641,192.638,success
2412.18120,2025-11-14T17:03:26.909142,2025-11-14T17:03:42.066648,15.158,65.675,0.174,0.174,192.641,192.632,success
2412.18121,2025-11-14T17:03:44.078038,2025-11-14T17:03:52.580279,8.502,5.663,0.034,0.034,192.641,192.633,success
2412.18125,2025-11-14T17:03:44.080677,2025-11-14T17:03:53.987944,9.907,2.904,0.156,0.156,192.641,192.635,success
2412.18122,2025-11-14T17:03:44.078843,2025-11-14T17:03:56.101199,12.022,5.682,0.312,0.312,192.641,192.636,success
2412.18124,2025-11-14T17:03:44.079926,2025-11-14T17:03:57.407265,13.327,0.501,0.054,0.054,192.641,192.636,success
2412.18126,2025-11-14T17:03:52.585714,2025-11-14T17:04:00.922822,8.337,10.945,0.238,0.238,192.645,192.641,success
2412.18123,2025-11-14T17:03:44.079226,2025-11-14T17:04:01.923307,17.844,72.661,0.249,0.249,192.645,192.638,success
2412.18127,2025-11-14T17:03:53.998101,2025-11-14T17:04:03.364230,9.366,0.516,0.516,0.516,192.645,192.642,success
2412.18128,2025-11-14T17:03:56.108753,2025-11-14T17:04:04.760623,8.652,0.048,0.048,0.048,192.645,192.643,success
2412.18129,2025-11-14T17:03:57.415017,2025-11-14T17:04:06.371520,8.957,1.03,0.082,0.082,192.645,192.643,success
2412.18130,2025-11-14T17:04:00.929155,2025-11-14T17:04:10.402824,9.474,0.13,0.024,0.024,192.645,192.645,success
2412.18133,2025-11-14T17:04:04.766589,2025-11-14T17:04:14.919094,10.153,7.553,0.069,0.069,192.648,192.646,success
2412.18131,2025-11-14T17:04:01.930929,2025-11-14T17:04:15.600854,13.67,13.026,0.163,0.163,192.648,192.646,success
2412.18132,2025-11-14T17:04:03.370677,2025-11-14T17:04:18.260556,14.89,0.196,0.196,0.196,192.648,192.646,success
2412.18134,2025-11-14T17:04:06.377328,2025-11-14T17:04:19.418178,13.041,3.769,0.63,0.63,192.648,192.647,success
2412.18137,2025-11-14T17:04:15.607000,2025-11-14T17:04:23.831557,8.225,0.442,0.09,0.09,192.648,192.648,success
2412.18136,2025-11-14T17:04:14.926647,2025-11-14T17:04:25.289335,10.363,21.541,0.101,0.101,192.648,192.648,success
2412.18135,2025-11-14T17:04:10.410089,2025-11-14T17:04:26.392770,15.983,0.559,0.098,0.098,192.648,192.648,success
2412.18139,2025-11-14T17:04:19.441207,2025-11-14T17:04:27.985417,8.544,5.507,0.136,0.136,192.922,192.655,success
2412.18138,2025-11-14T17:04:18.267043,2025-11-14T17:04:29.706030,11.439,10.951,0.245,0.245,193.117,192.709,success
2412.18140,2025-11-14T17:04:23.838808,2025-11-14T17:04:33.697162,9.858,0.646,0.331,0.331,193.641,193.086,success
2412.18142,2025-11-14T17:04:26.399251,2025-11-14T17:04:36.406941,10.008,1.357,0.046,0.046,193.648,193.348,success
2412.18141,2025-11-14T17:04:25.296661,2025-11-14T17:04:37.010762,11.714,1.568,0.341,0.341,193.648,193.297,success
2412.18143,2025-11-14T17:04:27.992520,2025-11-14T17:04:38.112943,10.12,0.783,0.08,0.08,193.648,193.506,success
2412.18144,2025-11-14T17:04:29.713794,2025-11-14T17:04:39.920168,10.206,0.537,0.101,0.101,193.648,193.613,success
2412.18146,2025-11-14T17:04:36.413959,2025-11-14T17:04:45.941781,9.528,0.676,0.127,0.127,193.648,193.648,success
2412.18147,2025-11-14T17:04:37.018171,2025-11-14T17:04:46.344559,9.326,0.0,0.0,0.0,193.648,193.648,no_tex
2412.18145,2025-11-14T17:04:33.702564,2025-11-14T17:04:49.155090,15.453,29.441,0.343,0.343,193.652,193.647,success
2412.18149,2025-11-14T17:04:39.949215,2025-11-14T17:04:51.516586,11.567,19.295,0.255,0.255,193.66,193.65,success
2412.18150,2025-11-14T17:04:45.949399,2025-11-14T17:04:56.517605,10.568,8.998,0.197,0.197,193.664,193.657,success
2412.18152,2025-11-14T17:04:49.160828,2025-11-14T17:04:57.922146,8.761,5.717,0.226,0.226,193.664,193.661,success
2412.18148,2025-11-14T17:04:38.120313,2025-11-14T17:05:00.331036,22.211,64.33,0.301,0.301,193.676,193.656,success
2412.18153,2025-11-14T17:04:51.523292,2025-11-14T17:05:02.097769,10.574,28.224,0.122,0.122,193.676,193.668,success
2412.18151,2025-11-14T17:04:46.349915,2025-11-14T17:05:03.158020,16.808,139.377,138.28,138.28,193.68,193.664,success
2412.18154,2025-11-14T17:04:56.526181,2025-11-14T17:05:03.277848,6.752,1.641,0.056,0.056,193.68,193.673,success
2412.18155,2025-11-14T17:04:57.933100,2025-11-14T17:05:03.581052,5.648,1.542,0.056,0.056,193.68,193.676,success
2412.18156,2025-11-14T17:05:00.338859,2025-11-14T17:05:11.709020,11.37,16.916,0.069,0.069,193.684,193.681,success
2412.18158,2025-11-14T17:05:03.184811,2025-11-14T17:05:12.146285,8.961,2.657,0.122,0.122,193.684,193.683,success
2412.18157,2025-11-14T17:05:02.117332,2025-11-14T17:05:12.660857,10.544,11.913,0.069,0.069,193.684,193.682,success
2412.18160,2025-11-14T17:05:03.589122,2025-11-14T17:05:13.049741,9.461,1.674,0.056,0.056,193.684,193.683,success
2412.18159,2025-11-14T17:05:03.284120,2025-11-14T17:05:14.542536,11.258,23.652,0.059,0.059,193.699,193.683,success
2412.18161,2025-11-14T17:05:11.716336,2025-11-14T17:05:20.757928,9.042,4.929,0.105,0.105,193.863,193.802,success
2412.18162,2025-11-14T17:05:12.161454,2025-11-14T17:05:21.159060,8.998,4.37,0.11,0.11,193.863,193.812,success
2412.18163,2025-11-14T17:05:12.668583,2025-11-14T17:05:21.354033,8.685,0.0,0.0,0.0,193.863,193.82,no_tex
2412.18165,2025-11-14T17:05:14.552019,2025-11-14T17:05:24.688019,10.136,3.539,0.039,0.039,193.863,193.858,success
2412.18166,2025-11-14T17:05:20.768587,2025-11-14T17:05:29.908121,9.14,0.6,0.018,0.018,193.863,193.863,success
2412.18168,2025-11-14T17:05:21.360792,2025-11-14T17:05:31.617032,10.256,0.4,0.071,0.071,193.988,193.878,success
2412.18164,2025-11-14T17:05:13.056661,2025-11-14T17:05:31.616605,18.56,16.221,0.441,0.441,193.988,193.855,success
2412.18167,2025-11-14T17:05:21.165536,2025-11-14T17:05:33.023131,11.858,9.562,0.117,0.117,193.988,193.89,success
2412.18170,2025-11-14T17:05:29.913552,2025-11-14T17:05:35.133013,5.219,2.368,0.083,0.083,193.988,193.969,success
2412.18169,2025-11-14T17:05:24.730770,2025-11-14T17:05:41.709380,16.979,78.131,1.065,1.065,193.988,193.938,success
2412.18172,2025-11-14T17:05:43.720640,2025-11-14T17:05:54.376805,10.656,13.328,0.075,0.075,194.008,193.998,success
2412.18175,2025-11-14T17:05:43.721905,2025-11-14T17:05:54.478959,10.757,0.119,0.119,0.119,194.008,193.998,success
2412.18171,2025-11-14T17:05:43.719939,2025-11-14T17:05:55.079610,11.36,3.069,0.161,0.161,194.008,193.998,success
2412.18174,2025-11-14T17:05:43.721279,2025-11-14T17:05:55.682169,11.961,6.599,0.137,0.137,194.008,193.999,success
2412.18173,2025-11-14T17:05:43.720834,2025-11-14T17:05:57.508019,13.787,3.553,0.613,0.613,194.008,194.0,success
2412.18177,2025-11-14T17:05:54.485934,2025-11-14T17:06:04.846934,10.361,3.664,0.128,0.128,194.02,194.013,success
2412.18179,2025-11-14T17:05:55.688228,2025-11-14T17:06:05.949873,10.262,3.471,0.257,0.257,194.02,194.015,success
2412.18176,2025-11-14T17:05:54.393051,2025-11-14T17:06:06.350858,11.958,1.297,0.155,0.155,194.02,194.014,success
2412.18178,2025-11-14T17:05:55.090136,2025-11-14T17:06:07.858901,12.769,5.662,0.113,0.113,194.02,194.015,success
2412.18180,2025-11-14T17:05:57.513454,2025-11-14T17:06:12.978501,15.465,15.437,0.234,0.234,194.535,194.117,success
2412.18182,2025-11-14T17:06:05.966295,2025-11-14T17:06:13.929434,7.963,0.072,0.029,0.029,194.543,194.278,success
2412.18183,2025-11-14T17:06:06.358694,2025-11-14T17:06:17.350946,10.992,21.875,0.035,0.035,194.551,194.367,success
2412.18184,2025-11-14T17:06:07.865173,2025-11-14T17:06:20.456897,12.592,0.241,0.219,0.219,194.551,194.455,success
2412.18181,2025-11-14T17:06:04.861749,2025-11-14T17:06:20.960170,16.098,0.108,0.108,0.108,194.551,194.376,success
2412.18187,2025-11-14T17:06:17.356648,2025-11-14T17:06:24.623029,7.266,0.0,0.0,0.0,194.551,194.551,no_tex
2412.18186,2025-11-14T17:06:13.936379,2025-11-14T17:06:26.504567,12.568,0.0,0.0,0.0,194.551,194.55,no_tex
2412.18188,2025-11-14T17:06:20.463854,2025-11-14T17:06:27.507415,7.044,0.0,0.0,0.0,194.551,194.551,no_tex
2412.18189,2025-11-14T17:06:20.967306,2025-11-14T17:06:28.526048,7.559,0.0,0.0,0.0,194.551,194.551,no_tex
2412.18190,2025-11-14T17:06:24.631469,2025-11-14T17:06:33.462966,8.831,0.0,0.0,0.0,194.555,194.553,no_tex
2412.18191,2025-11-14T17:06:26.510394,2025-11-14T17:06:34.634245,8.124,1.303,0.117,0.117,194.555,194.553,success
2412.18192,2025-11-14T17:06:27.514179,2025-11-14T17:06:35.952203,8.438,0.238,0.238,0.238,194.559,194.554,success
2412.18185,2025-11-14T17:06:13.005687,2025-11-14T17:06:39.466935,26.461,60.713,0.137,0.137,194.559,194.552,success
2412.18193,2025-11-14T17:06:28.533236,2025-11-14T17:06:39.970538,11.437,0.138,0.132,0.132,194.559,194.556,success
2412.18195,2025-11-14T17:06:34.642654,2025-11-14T17:06:46.088920,11.446,0.999,0.069,0.069,194.562,194.559,success
2412.18194,2025-11-14T17:06:33.470061,2025-11-14T17:06:48.239570,14.77,46.848,0.219,0.219,194.562,194.559,success
2412.18197,2025-11-14T17:06:39.472912,2025-11-14T17:06:48.520196,9.047,0.022,0.022,0.022,194.562,194.56,success
2412.18198,2025-11-14T17:06:39.977093,2025-11-14T17:06:49.121684,9.145,1.634,0.059,0.059,194.562,194.56,success
2412.18196,2025-11-14T17:06:35.957217,2025-11-14T17:06:51.956325,15.999,30.798,0.372,0.372,194.562,194.56,success
2412.18199,2025-11-14T17:06:46.095888,2025-11-14T17:06:56.659334,10.563,18.844,0.037,0.037,194.562,194.562,success
2412.18201,2025-11-14T17:06:48.527013,2025-11-14T17:06:57.677324,9.15,8.104,0.232,0.232,194.613,194.564,success
2412.18200,2025-11-14T17:06:48.246157,2025-11-14T17:06:58.087649,9.841,1.187,0.081,0.081,194.613,194.566,success
2412.18203,2025-11-14T17:06:51.961576,2025-11-14T17:07:01.339115,9.378,4.359,0.027,0.027,194.613,194.584,success
2412.18205,2025-11-14T17:06:57.684073,2025-11-14T17:07:07.555289,9.871,0.0,0.0,0.0,194.613,194.613,no_tex
2412.18202,2025-11-14T17:06:49.132881,2025-11-14T17:07:08.965464,19.833,0.0,0.0,0.0,194.613,194.592,no_tex
2412.18206,2025-11-14T17:06:58.093336,2025-11-14T17:07:09.967288,11.874,0.748,0.44,0.44,194.613,194.613,success
2412.18207,2025-11-14T17:07:01.346554,2025-11-14T17:07:10.477513,9.131,0.157,0.108,0.108,194.613,194.613,success
2412.18204,2025-11-14T17:06:56.666224,2025-11-14T17:07:14.986945,18.321,36.887,0.075,0.075,194.613,194.611,success
2412.18210,2025-11-14T17:07:09.974225,2025-11-14T17:07:19.509481,9.535,0.477,0.025,0.025,194.613,194.613,success
2412.18211,2025-11-14T17:07:10.486773,2025-11-14T17:07:20.753440,10.267,0.0,0.0,0.0,194.613,194.613,no_tex
