arxiv_id,start_time,end_time,duration_sec,size_before_mb,size_after_mb,output_size_mb,max_ram_mb,avg_ram_mb,status
2412.15271,2025-11-14T15:13:00.408130,2025-11-14T15:13:08.240044,7.832,0.343,0.086,0.086,146.379,145.93,success
2412.15272,2025-11-14T15:13:00.408748,2025-11-14T15:13:09.860811,9.452,1.85,0.16,0.16,147.27,146.093,success
2412.15275,2025-11-14T15:13:00.411201,2025-11-14T15:13:10.664837,10.254,28.924,0.062,0.062,147.512,146.198,success
2412.15274,2025-11-14T15:13:00.409887,2025-11-14T15:13:12.170470,11.761,0.276,0.075,0.075,148.145,146.376,success
2412.15273,2025-11-14T15:13:00.409413,2025-11-14T15:13:12.374875,11.965,5.08,0.204,0.204,148.156,146.406,success
2412.15276,2025-11-14T15:13:08.246328,2025-11-14T15:13:15.215832,6.97,4.717,0.092,0.092,149.668,147.917,success
2412.15277,2025-11-14T15:13:09.865512,2025-11-14T15:13:18.766337,8.901,0.575,0.136,0.136,149.773,148.818,success
2412.15278,2025-11-14T15:13:10.670409,2025-11-14T15:13:21.395252,10.725,3.713,0.067,0.067,149.875,149.157,success
2412.15280,2025-11-14T15:13:12.380556,2025-11-14T15:13:22.279372,9.899,1.575,0.109,0.109,150.02,149.494,success
2412.15279,2025-11-14T15:13:12.182356,2025-11-14T15:13:24.485560,12.303,5.188,0.115,0.115,150.172,149.567,success
2412.15281,2025-11-14T15:13:15.221306,2025-11-14T15:13:25.104038,9.883,0.056,0.056,0.056,150.176,149.85,success
2412.15282,2025-11-14T15:13:18.772206,2025-11-14T15:13:28.333667,9.561,1.167,0.127,0.127,150.305,150.017,success
2412.15283,2025-11-14T15:13:21.401970,2025-11-14T15:13:31.444876,10.043,2.724,0.078,0.078,150.332,150.17,success
2412.15284,2025-11-14T15:13:22.285071,2025-11-14T15:13:32.348245,10.063,0.0,0.0,0.0,150.617,150.216,no_tex
2412.15285,2025-11-14T15:13:24.492312,2025-11-14T15:13:34.254323,9.762,0.788,0.175,0.175,150.629,150.339,success
2412.15286,2025-11-14T15:13:25.108809,2025-11-14T15:13:37.761183,12.652,2.322,0.219,0.219,150.645,150.43,success
2412.15287,2025-11-14T15:13:28.338604,2025-11-14T15:13:38.567334,10.229,2.681,1.524,1.524,150.66,150.525,success
2412.15288,2025-11-14T15:13:31.450540,2025-11-14T15:13:43.104835,11.654,0.165,0.165,0.165,150.758,150.656,success
2412.15290,2025-11-14T15:13:34.261151,2025-11-14T15:13:45.710546,11.449,0.0,0.0,0.0,151.188,150.721,no_tex
2412.15292,2025-11-14T15:13:38.572356,2025-11-14T15:13:49.124272,10.552,18.941,3.434,3.434,151.629,150.957,success
2412.15293,2025-11-14T15:13:43.111521,2025-11-14T15:13:53.244318,10.133,0.629,0.152,0.152,152.148,151.438,success
2412.15291,2025-11-14T15:13:37.767907,2025-11-14T15:13:54.445346,16.677,14.2,0.48,0.48,152.152,151.255,success
2412.15289,2025-11-14T15:13:32.355770,2025-11-14T15:13:55.145609,22.79,4.119,0.84,0.84,152.176,151.136,success
2412.15294,2025-11-14T15:13:45.716276,2025-11-14T15:13:55.446706,9.73,1.948,0.097,0.097,152.184,151.757,success
2412.15295,2025-11-14T15:13:49.131271,2025-11-14T15:14:01.369207,12.238,0.304,0.189,0.189,153.762,152.639,success
2412.15296,2025-11-14T15:13:53.250643,2025-11-14T15:14:03.181701,9.931,0.388,0.061,0.061,153.867,153.166,success
2412.15298,2025-11-14T15:13:55.152316,2025-11-14T15:14:04.689813,9.537,0.064,0.048,0.048,154.047,153.497,success
2412.15297,2025-11-14T15:13:54.451056,2025-11-14T15:14:06.803563,12.353,5.324,0.463,0.463,154.664,153.571,success
2412.15300,2025-11-14T15:14:01.375180,2025-11-14T15:14:11.251805,9.877,1.599,0.181,0.181,154.816,154.402,success
2412.15299,2025-11-14T15:13:55.452903,2025-11-14T15:14:13.662211,18.209,2.871,0.368,0.368,154.816,154.113,success
2412.15301,2025-11-14T15:14:03.186162,2025-11-14T15:14:13.866272,10.68,15.427,0.076,0.076,154.855,154.607,success
2412.15303,2025-11-14T15:14:06.809716,2025-11-14T15:14:16.888478,10.079,1.461,0.062,0.062,154.855,154.825,success
2412.15302,2025-11-14T15:14:04.694571,2025-11-14T15:14:17.914095,13.22,6.92,0.237,0.237,154.855,154.754,success
2412.15304,2025-11-14T15:14:11.257381,2025-11-14T15:14:20.701347,9.444,4.275,0.105,0.105,154.867,154.847,success
2412.15306,2025-11-14T15:14:13.872167,2025-11-14T15:14:23.851036,9.979,3.273,0.067,0.067,154.875,154.861,success
2412.15307,2025-11-14T15:14:16.893631,2025-11-14T15:14:25.848072,8.954,3.094,0.274,0.274,154.875,154.866,success
2412.15308,2025-11-14T15:14:17.920008,2025-11-14T15:14:27.070336,9.15,6.594,0.157,0.157,154.875,154.869,success
2412.15309,2025-11-14T15:14:20.707821,2025-11-14T15:14:28.243297,7.535,1.342,0.057,0.057,154.875,154.873,success
2412.15310,2025-11-14T15:14:23.857523,2025-11-14T15:14:32.179857,8.322,9.325,0.115,0.115,154.883,154.879,success
2412.15311,2025-11-14T15:14:25.855534,2025-11-14T15:14:35.083042,9.228,8.123,0.225,0.225,154.891,154.882,success
2412.15305,2025-11-14T15:14:13.667179,2025-11-14T15:14:35.476459,21.809,3.614,0.17,0.17,154.891,154.872,success
2412.15313,2025-11-14T15:14:28.250084,2025-11-14T15:14:36.480045,8.23,0.0,0.0,0.0,154.891,154.886,no_tex
2412.15314,2025-11-14T15:14:32.188093,2025-11-14T15:14:39.847087,7.659,1.449,0.102,0.102,154.891,154.889,success
2412.15312,2025-11-14T15:14:27.076000,2025-11-14T15:14:43.658217,16.582,3.102,0.106,0.106,154.91,154.888,success
2412.15315,2025-11-14T15:14:35.090061,2025-11-14T15:14:44.460545,9.37,5.545,0.131,0.131,154.91,154.894,success
2412.15317,2025-11-14T15:14:36.488222,2025-11-14T15:14:47.677280,11.189,1.724,0.774,0.774,154.91,154.899,success
2412.15316,2025-11-14T15:14:35.481696,2025-11-14T15:14:50.969212,15.488,9.509,0.283,0.283,155.027,154.912,success
2412.15319,2025-11-14T15:14:43.663564,2025-11-14T15:14:51.200363,7.537,0.0,0.0,0.0,155.027,154.937,no_tex
2412.15318,2025-11-14T15:14:39.852812,2025-11-14T15:14:53.508133,13.655,8.024,0.628,0.628,155.152,154.941,success
2412.15320,2025-11-14T15:14:44.465006,2025-11-14T15:14:59.329149,14.864,42.065,0.114,0.114,155.16,155.036,success
2412.15324,2025-11-14T15:15:01.340041,2025-11-14T15:15:09.670504,8.33,0.295,0.073,0.073,155.637,155.367,success
2412.15323,2025-11-14T15:15:01.339600,2025-11-14T15:15:10.965621,9.626,9.779,0.291,0.291,155.637,155.404,success
2412.15326,2025-11-14T15:15:09.677149,2025-11-14T15:15:14.492289,4.815,18.108,1.611,1.611,155.805,155.685,success
2412.15325,2025-11-14T15:15:01.340845,2025-11-14T15:15:17.011752,15.671,11.794,0.296,0.296,156.211,155.576,success
2412.15321,2025-11-14T15:15:01.338214,2025-11-14T15:15:19.134346,17.796,22.003,0.246,0.246,156.211,155.651,success
2412.15322,2025-11-14T15:15:01.338553,2025-11-14T15:15:22.245111,20.907,6.997,0.151,0.151,156.219,155.736,success
2412.15327,2025-11-14T15:15:10.970542,2025-11-14T15:15:23.128508,12.158,2.236,0.335,0.335,156.219,156.031,success
2412.15328,2025-11-14T15:15:14.498222,2025-11-14T15:15:24.975641,10.477,39.751,0.4,0.4,156.289,156.179,success
2412.15332,2025-11-14T15:15:23.134778,2025-11-14T15:15:30.591080,7.456,0.034,0.034,0.034,156.289,156.275,success
2412.15329,2025-11-14T15:15:17.018788,2025-11-14T15:15:30.698436,13.68,10.199,0.149,0.149,156.293,156.249,success
2412.15331,2025-11-14T15:15:22.251901,2025-11-14T15:15:31.200496,8.949,1.017,0.104,0.104,156.297,156.271,success
2412.15330,2025-11-14T15:15:19.141088,2025-11-14T15:15:35.829145,16.688,12.86,0.34,0.34,156.297,156.268,success
2412.15333,2025-11-14T15:15:24.980388,2025-11-14T15:15:36.717967,11.738,3.93,0.177,0.177,156.297,156.293,success
2412.15334,2025-11-14T15:15:30.600208,2025-11-14T15:15:40.651190,10.051,7.631,0.075,0.075,156.379,156.298,success
2412.15335,2025-11-14T15:15:30.704650,2025-11-14T15:15:42.858628,12.154,4.695,0.527,0.527,156.379,156.313,success
2412.15336,2025-11-14T15:15:31.206552,2025-11-14T15:15:43.673165,12.467,2.596,1.278,1.278,156.379,156.318,success
2412.15338,2025-11-14T15:15:36.724078,2025-11-14T15:15:48.078078,11.354,0.731,0.096,0.096,156.633,156.416,success
2412.15337,2025-11-14T15:15:35.835650,2025-11-14T15:15:49.180079,13.344,1.354,0.045,0.045,156.645,156.426,success
2412.15340,2025-11-14T15:15:42.867161,2025-11-14T15:15:52.581811,9.715,0.0,0.0,0.0,157.32,156.747,no_tex
2412.15339,2025-11-14T15:15:40.661210,2025-11-14T15:15:56.328660,15.667,1.173,0.138,0.138,157.43,156.837,success
2412.15342,2025-11-14T15:15:48.084172,2025-11-14T15:15:56.495041,8.411,2.979,0.061,0.061,157.43,157.166,success
2412.15343,2025-11-14T15:15:49.186876,2025-11-14T15:15:59.115607,9.929,0.127,0.06,0.06,157.43,157.295,success
2412.15344,2025-11-14T15:15:52.586359,2025-11-14T15:16:00.721673,8.135,0.0,0.0,0.0,157.43,157.382,no_tex
2412.15341,2025-11-14T15:15:43.679209,2025-11-14T15:16:02.526615,18.847,43.982,0.209,0.209,157.43,157.104,success
2412.15345,2025-11-14T15:15:56.338843,2025-11-14T15:16:04.886653,8.548,6.153,0.13,0.13,157.434,157.431,success
2412.15346,2025-11-14T15:15:56.519014,2025-11-14T15:16:08.116576,11.598,0.204,0.203,0.203,157.434,157.432,success
2412.15348,2025-11-14T15:16:00.727857,2025-11-14T15:16:09.320913,8.593,1.677,0.185,0.185,157.434,157.433,success
2412.15347,2025-11-14T15:15:59.123241,2025-11-14T15:16:09.460299,10.337,8.844,0.119,0.119,157.434,157.432,success
2412.15349,2025-11-14T15:16:02.533272,2025-11-14T15:16:14.771867,12.239,15.48,0.097,0.097,157.438,157.435,success
2412.15350,2025-11-14T15:16:04.893503,2025-11-14T15:16:16.051160,11.158,0.172,0.171,0.171,157.445,157.436,success
2412.15351,2025-11-14T15:16:08.123809,2025-11-14T15:16:17.658266,9.534,0.236,0.055,0.055,157.445,157.439,success
2412.15352,2025-11-14T15:16:09.326480,2025-11-14T15:16:18.160410,8.834,0.808,0.062,0.062,157.445,157.44,success
2412.15354,2025-11-14T15:16:14.777222,2025-11-14T15:16:23.702278,8.925,6.014,0.056,0.056,157.445,157.445,success
2412.15353,2025-11-14T15:16:09.467467,2025-11-14T15:16:24.813659,15.346,6.213,0.185,0.185,157.473,157.444,success
2412.15355,2025-11-14T15:16:16.057178,2025-11-14T15:16:25.181502,9.124,0.46,0.105,0.105,157.473,157.449,success
2412.15357,2025-11-14T15:16:18.183237,2025-11-14T15:16:26.730328,8.547,0.482,0.052,0.052,157.473,157.455,success
2412.15356,2025-11-14T15:16:17.664989,2025-11-14T15:16:28.690346,11.025,1.11,0.144,0.144,157.473,157.457,success
2412.15358,2025-11-14T15:16:23.708673,2025-11-14T15:16:34.162562,10.454,8.835,0.099,0.099,157.473,157.472,success
2412.15360,2025-11-14T15:16:25.186826,2025-11-14T15:16:35.317312,10.13,2.706,1.119,1.119,157.473,157.473,success
2412.15359,2025-11-14T15:16:24.830441,2025-11-14T15:16:36.569498,11.739,0.13,0.13,0.13,157.477,157.473,success
2412.15362,2025-11-14T15:16:28.696636,2025-11-14T15:16:37.622652,8.926,0.372,0.057,0.057,157.477,157.474,success
2412.15363,2025-11-14T15:16:34.167705,2025-11-14T15:16:42.952758,8.785,1.145,0.067,0.067,157.477,157.476,success
2412.15365,2025-11-14T15:16:36.575372,2025-11-14T15:16:46.554795,9.979,14.006,0.123,0.123,157.535,157.487,success
2412.15364,2025-11-14T15:16:35.342613,2025-11-14T15:16:47.865857,12.523,3.081,0.558,0.558,157.535,157.491,success
2412.15366,2025-11-14T15:16:37.628192,2025-11-14T15:16:50.174529,12.546,4.073,0.417,0.417,157.535,157.502,success
2412.15367,2025-11-14T15:16:42.959079,2025-11-14T15:16:50.883837,7.925,2.743,0.069,0.069,157.57,157.525,success
2412.15368,2025-11-14T15:16:46.559688,2025-11-14T15:16:56.098465,9.539,0.12,0.12,0.12,157.641,157.558,success
2412.15369,2025-11-14T15:16:47.870229,2025-11-14T15:16:56.198662,8.328,8.136,0.065,0.065,157.641,157.563,success
2412.15370,2025-11-14T15:16:50.181243,2025-11-14T15:16:57.101297,6.92,6.405,0.164,0.164,157.641,157.582,success
2412.15361,2025-11-14T15:16:26.735829,2025-11-14T15:17:00.515773,33.78,98.006,0.476,0.476,157.812,157.523,success
2412.15373,2025-11-14T15:17:02.530640,2025-11-14T15:17:11.374094,8.843,0.206,0.078,0.078,158.266,158.15,success
2412.15374,2025-11-14T15:17:02.532058,2025-11-14T15:17:11.876238,9.344,0.0,0.0,0.0,158.266,158.156,no_tex
2412.15372,2025-11-14T15:17:02.529288,2025-11-14T15:17:12.376929,9.848,18.805,0.152,0.152,158.27,158.161,success
2412.15375,2025-11-14T15:17:02.532897,2025-11-14T15:17:14.012398,11.48,41.322,41.191,41.191,158.723,158.209,success
2412.15376,2025-11-14T15:17:11.383658,2025-11-14T15:17:19.159386,7.776,0.0,0.0,0.0,158.73,158.621,no_tex
2412.15377,2025-11-14T15:17:11.881453,2025-11-14T15:17:19.360192,7.479,0.714,0.036,0.036,158.73,158.648,success
2412.15371,2025-11-14T15:17:02.529081,2025-11-14T15:17:21.957049,19.428,48.812,0.611,0.611,159.098,158.471,success
2412.15378,2025-11-14T15:17:12.382524,2025-11-14T15:17:22.059061,9.677,4.573,0.169,0.169,159.098,158.794,success
2412.15379,2025-11-14T15:17:14.084418,2025-11-14T15:17:25.454224,11.37,34.911,0.078,0.078,159.098,158.928,success
2412.15381,2025-11-14T15:17:19.366628,2025-11-14T15:17:27.390848,8.024,0.0,0.0,0.0,159.098,159.098,no_tex
2412.15380,2025-11-14T15:17:19.167642,2025-11-14T15:17:28.495523,9.328,13.254,0.067,0.067,159.098,159.091,success
2412.15384,2025-11-14T15:17:25.459806,2025-11-14T15:17:34.767366,9.308,0.043,0.043,0.043,159.117,159.11,success
2412.15382,2025-11-14T15:17:21.962589,2025-11-14T15:17:35.570425,13.608,5.877,0.198,0.198,159.117,159.107,success
2412.15383,2025-11-14T15:17:22.064634,2025-11-14T15:17:36.475743,14.411,5.022,0.574,0.574,159.117,159.108,success
2412.15386,2025-11-14T15:17:28.500173,2025-11-14T15:17:38.384286,9.884,0.0,0.0,0.0,159.121,159.117,no_tex
2412.15388,2025-11-14T15:17:35.576587,2025-11-14T15:17:43.103367,7.527,3.045,0.132,0.132,159.121,159.12,success
2412.15390,2025-11-14T15:17:38.392156,2025-11-14T15:17:44.833479,6.441,0.236,0.207,0.207,159.121,159.121,success
2412.15387,2025-11-14T15:17:34.773913,2025-11-14T15:17:47.944355,13.17,2.523,0.064,0.064,159.121,159.12,success
2412.15391,2025-11-14T15:17:43.110213,2025-11-14T15:17:48.847346,5.737,0.261,0.088,0.088,159.121,159.121,success
2412.15385,2025-11-14T15:17:27.395585,2025-11-14T15:17:49.348841,21.953,2.341,0.193,0.193,159.121,159.118,success
2412.15392,2025-11-14T15:17:44.839942,2025-11-14T15:17:53.274158,8.434,3.34,0.082,0.082,159.121,159.121,success
2412.15393,2025-11-14T15:17:47.950857,2025-11-14T15:17:56.487742,8.537,1.837,0.171,0.171,159.156,159.121,success
2412.15395,2025-11-14T15:17:49.356239,2025-11-14T15:17:59.296149,9.94,0.332,0.219,0.219,159.32,159.16,success
2412.15396,2025-11-14T15:17:53.280079,2025-11-14T15:18:04.740895,11.461,12.564,0.162,0.162,159.438,159.291,success
2412.15389,2025-11-14T15:17:36.481850,2025-11-14T15:18:06.537049,30.055,103.763,0.525,0.525,159.438,159.205,success
2412.15394,2025-11-14T15:17:48.852760,2025-11-14T15:18:06.636146,17.783,45.316,0.21,0.21,159.438,159.265,success
2412.15399,2025-11-14T15:18:04.747024,2025-11-14T15:18:09.679169,4.932,8.383,0.21,0.21,159.438,159.438,success
2412.15397,2025-11-14T15:17:56.497484,2025-11-14T15:18:10.163388,13.666,29.849,0.218,0.218,159.469,159.39,success
2412.15398,2025-11-14T15:17:59.302765,2025-11-14T15:18:11.775809,12.473,48.176,0.735,0.735,159.527,159.432,success
2412.15401,2025-11-14T15:18:06.642101,2025-11-14T15:18:14.183250,7.541,1.285,0.227,0.227,159.527,159.478,success
2412.15400,2025-11-14T15:18:06.545534,2025-11-14T15:18:14.979397,8.434,14.289,0.087,0.087,159.527,159.482,success
2412.15402,2025-11-14T15:18:09.685761,2025-11-14T15:18:17.978614,8.293,0.714,0.119,0.119,159.527,159.515,success
2412.15403,2025-11-14T15:18:10.169260,2025-11-14T15:18:19.281131,9.112,0.205,0.019,0.019,159.527,159.52,success
2412.15404,2025-11-14T15:18:11.792077,2025-11-14T15:18:20.986013,9.194,0.754,0.105,0.105,159.527,159.527,success
2412.15406,2025-11-14T15:18:14.987552,2025-11-14T15:18:24.902968,9.915,0.106,0.057,0.057,159.547,159.535,success
2412.15405,2025-11-14T15:18:14.191699,2025-11-14T15:18:28.713899,14.522,18.841,0.271,0.271,159.547,159.538,success
2412.15407,2025-11-14T15:18:17.985471,2025-11-14T15:18:29.819840,11.834,0.374,0.023,0.023,159.547,159.542,success
2412.15408,2025-11-14T15:18:19.287074,2025-11-14T15:18:32.550039,13.263,19.442,0.153,0.153,159.547,159.544,success
2412.15410,2025-11-14T15:18:24.916857,2025-11-14T15:18:35.188725,10.272,11.177,0.071,0.071,159.547,159.547,success
2412.15409,2025-11-14T15:18:20.994179,2025-11-14T15:18:36.679295,15.685,6.017,0.464,0.464,159.547,159.547,success
2412.15412,2025-11-14T15:18:29.825818,2025-11-14T15:18:38.500505,8.675,3.076,0.064,0.064,159.547,159.547,success
2412.15411,2025-11-14T15:18:28.720112,2025-11-14T15:18:43.511891,14.792,3.84,0.689,0.689,159.547,159.547,success
2412.15413,2025-11-14T15:18:32.556398,2025-11-14T15:18:43.915858,11.359,6.906,0.489,0.489,159.547,159.547,success
2412.15415,2025-11-14T15:18:36.684839,2025-11-14T15:18:46.815021,10.13,0.473,0.026,0.026,159.574,159.548,success
2412.15414,2025-11-14T15:18:35.193525,2025-11-14T15:18:47.450150,12.257,16.827,0.453,0.453,159.574,159.55,success
2412.15417,2025-11-14T15:18:43.519189,2025-11-14T15:18:52.366795,8.848,0.909,0.099,0.099,159.574,159.566,success
2412.15418,2025-11-14T15:18:43.923280,2025-11-14T15:18:53.290068,9.367,0.0,0.0,0.0,159.574,159.567,no_tex
2412.15416,2025-11-14T15:18:38.505200,2025-11-14T15:18:53.290387,14.785,38.367,0.152,0.152,159.574,159.56,success
2412.15420,2025-11-14T15:18:47.456877,2025-11-14T15:18:55.295650,7.839,0.249,0.248,0.248,159.574,159.571,success
2412.15419,2025-11-14T15:18:46.821861,2025-11-14T15:18:59.977532,13.156,4.732,0.629,0.629,159.582,159.569,success
2412.15424,2025-11-14T15:19:01.988292,2025-11-14T15:19:11.232663,9.244,0.036,0.036,0.036,159.598,159.591,success
2412.15423,2025-11-14T15:19:01.987956,2025-11-14T15:19:11.634290,9.646,1.683,0.139,0.139,159.598,159.592,success
2412.15425,2025-11-14T15:19:01.989094,2025-11-14T15:19:11.734931,9.746,0.172,0.172,0.172,159.598,159.592,success
2412.15422,2025-11-14T15:19:01.987093,2025-11-14T15:19:12.235480,10.248,0.607,0.468,0.468,159.598,159.591,success
2412.15421,2025-11-14T15:19:01.986644,2025-11-14T15:19:14.172695,12.186,25.167,0.182,0.182,159.598,159.592,success
2412.15427,2025-11-14T15:19:11.645164,2025-11-14T15:19:22.716307,11.071,22.528,0.168,0.168,159.598,159.598,success
2412.15431,2025-11-14T15:19:22.724193,2025-11-14T15:19:25.332193,2.608,2.031,0.124,0.124,159.598,159.598,success
2412.15426,2025-11-14T15:19:11.244945,2025-11-14T15:19:27.030918,15.786,37.27,0.273,0.273,159.598,159.598,success
2412.15428,2025-11-14T15:19:11.740372,2025-11-14T15:19:28.129676,16.389,13.51,0.116,0.116,159.598,159.598,success
2412.15430,2025-11-14T15:19:14.187756,2025-11-14T15:19:30.450520,16.263,115.453,0.117,0.117,159.691,159.609,success
2412.15432,2025-11-14T15:19:25.338791,2025-11-14T15:19:31.770921,6.432,3.843,0.045,0.045,159.691,159.646,success
2412.15433,2025-11-14T15:19:27.038677,2025-11-14T15:19:34.570901,7.532,1.296,0.223,0.223,159.691,159.674,success
2412.15434,2025-11-14T15:19:28.136413,2025-11-14T15:19:36.271528,8.135,0.985,0.063,0.063,159.691,159.688,success
2412.15436,2025-11-14T15:19:31.775701,2025-11-14T15:19:40.812240,9.037,2.62,0.081,0.081,159.824,159.71,success
2412.15435,2025-11-14T15:19:30.455502,2025-11-14T15:19:41.609415,11.154,2.594,0.848,0.848,159.824,159.716,success
2412.15437,2025-11-14T15:19:34.587556,2025-11-14T15:19:43.518869,8.931,0.308,0.116,0.116,159.824,159.751,success
2412.15429,2025-11-14T15:19:12.242602,2025-11-14T15:19:44.621917,32.379,101.232,0.624,0.624,159.934,159.666,success
2412.15438,2025-11-14T15:19:36.277809,2025-11-14T15:19:47.540509,11.263,19.823,0.071,0.071,159.965,159.817,success
2412.15439,2025-11-14T15:19:40.817513,2025-11-14T15:19:50.058151,9.241,6.097,0.039,0.039,159.977,159.9,success
2412.15440,2025-11-14T15:19:41.615390,2025-11-14T15:19:52.656594,11.041,2.316,0.147,0.147,159.977,159.923,success
2412.15442,2025-11-14T15:19:44.629807,2025-11-14T15:19:54.975300,10.345,0.0,0.0,0.0,159.977,159.962,no_tex
2412.15443,2025-11-14T15:19:47.545754,2025-11-14T15:19:55.676464,8.131,0.0,0.0,0.0,159.977,159.973,no_tex
2412.15441,2025-11-14T15:19:43.524234,2025-11-14T15:20:00.853784,17.33,6.436,0.355,0.355,159.977,159.96,success
2412.15445,2025-11-14T15:19:52.662834,2025-11-14T15:20:02.056162,9.393,1.102,0.225,0.225,159.977,159.977,success
2412.15449,2025-11-14T15:20:02.077593,2025-11-14T15:20:06.507155,4.43,0.956,0.069,0.069,159.977,159.977,success
2412.15446,2025-11-14T15:19:54.982079,2025-11-14T15:20:07.359860,12.378,2.902,0.07,0.07,159.988,159.977,success
2412.15444,2025-11-14T15:19:50.068912,2025-11-14T15:20:08.482562,18.414,0.0,0.0,0.0,159.988,159.977,no_tex
2412.15448,2025-11-14T15:20:00.858490,2025-11-14T15:20:10.512261,9.654,24.446,0.148,0.148,159.988,159.98,success
2412.15450,2025-11-14T15:20:06.512466,2025-11-14T15:20:13.534812,7.022,0.557,0.122,0.122,159.988,159.987,success
2412.15447,2025-11-14T15:19:55.682498,2025-11-14T15:20:15.034238,19.352,87.489,0.138,0.138,159.988,159.981,success
2412.15451,2025-11-14T15:20:07.366682,2025-11-14T15:20:15.037487,7.671,0.394,0.041,0.041,159.988,159.988,success
2412.15452,2025-11-14T15:20:08.490544,2025-11-14T15:20:17.851746,9.361,14.579,0.068,0.068,159.992,159.988,success
2412.15453,2025-11-14T15:20:10.519751,2025-11-14T15:20:18.455182,7.935,0.0,0.0,0.0,159.992,159.988,no_tex
2412.15454,2025-11-14T15:20:13.539733,2025-11-14T15:20:22.670843,9.131,0.35,0.167,0.167,159.992,159.99,success
2412.15455,2025-11-14T15:20:15.042535,2025-11-14T15:20:24.577724,9.535,2.677,0.118,0.118,159.992,159.991,success
2412.15456,2025-11-14T15:20:15.050259,2025-11-14T15:20:24.579949,9.53,0.526,0.058,0.058,159.992,159.991,success
2412.15457,2025-11-14T15:20:17.857497,2025-11-14T15:20:28.009464,10.152,0.04,0.036,0.036,159.992,159.992,success
2412.15458,2025-11-14T15:20:18.460957,2025-11-14T15:20:28.510198,10.049,0.169,0.033,0.033,159.992,159.992,success
2412.15459,2025-11-14T15:20:22.676659,2025-11-14T15:20:34.541536,11.865,2.309,0.188,0.188,159.992,159.992,success
2412.15461,2025-11-14T15:20:24.598127,2025-11-14T15:20:36.565154,11.967,14.157,0.11,0.11,159.992,159.992,success
2412.15460,2025-11-14T15:20:24.584325,2025-11-14T15:20:39.055400,14.471,0.17,0.163,0.163,160.023,159.993,success
2412.15462,2025-11-14T15:20:28.014347,2025-11-14T15:20:39.153131,11.139,16.469,0.137,0.137,160.023,159.994,success
2412.15464,2025-11-14T15:20:34.549313,2025-11-14T15:20:42.275864,7.727,1.934,0.593,0.593,160.023,160.007,success
2412.15463,2025-11-14T15:20:28.516345,2025-11-14T15:20:45.506458,16.99,0.132,0.118,0.118,160.082,160.007,success
2412.15466,2025-11-14T15:20:39.064873,2025-11-14T15:20:47.512762,8.448,0.133,0.072,0.072,160.082,160.043,success
2412.15467,2025-11-14T15:20:39.162945,2025-11-14T15:20:48.632177,9.469,0.796,0.106,0.106,160.082,160.048,success
2412.15465,2025-11-14T15:20:36.570381,2025-11-14T15:20:50.928024,14.358,13.503,0.114,0.114,160.094,160.044,success
2412.15469,2025-11-14T15:20:45.513075,2025-11-14T15:20:52.548341,7.035,0.922,0.052,0.052,160.094,160.083,success
2412.15470,2025-11-14T15:20:47.519885,2025-11-14T15:20:53.550105,6.03,0.275,0.22,0.22,160.094,160.084,success
2412.15468,2025-11-14T15:20:42.281019,2025-11-14T15:20:54.553286,12.272,0.395,0.065,0.065,160.094,160.072,success
2412.15472,2025-11-14T15:20:56.565009,2025-11-14T15:21:04.301884,7.737,0.364,0.172,0.172,160.098,160.091,success
2412.15475,2025-11-14T15:20:56.567544,2025-11-14T15:21:04.904672,8.337,0.888,0.051,0.051,160.098,160.091,success
2412.15474,2025-11-14T15:20:56.566833,2025-11-14T15:21:07.412545,10.846,7.842,0.075,0.075,160.098,160.093,success
2412.15473,2025-11-14T15:20:56.565591,2025-11-14T15:21:08.113774,11.548,5.365,0.298,0.298,160.098,160.093,success
2412.15471,2025-11-14T15:20:56.564579,2025-11-14T15:21:08.415128,11.851,0.0,0.0,0.0,160.098,160.093,no_tex
2412.15476,2025-11-14T15:21:04.308186,2025-11-14T15:21:14.063128,9.755,0.302,0.058,0.058,160.098,160.098,success
2412.15477,2025-11-14T15:21:04.910152,2025-11-14T15:21:14.463698,9.554,0.475,0.086,0.086,160.098,160.098,success
2412.15478,2025-11-14T15:21:07.417242,2025-11-14T15:21:17.771066,10.354,3.122,0.061,0.061,160.102,160.099,success
2412.15479,2025-11-14T15:21:08.120001,2025-11-14T15:21:17.871875,9.752,0.612,0.277,0.277,160.102,160.099,success
2412.15480,2025-11-14T15:21:08.443600,2025-11-14T15:21:18.373088,9.929,0.088,0.077,0.077,160.102,160.099,success
2412.15481,2025-11-14T15:21:14.069513,2025-11-14T15:21:23.799876,9.73,0.035,0.035,0.035,160.102,160.101,success
2412.15482,2025-11-14T15:21:14.469392,2025-11-14T15:21:25.105240,10.636,0.0,0.0,0.0,160.102,160.101,no_tex
2412.15485,2025-11-14T15:21:18.380134,2025-11-14T15:21:27.413721,9.034,0.528,0.042,0.042,160.102,160.102,success
2412.15486,2025-11-14T15:21:23.805948,2025-11-14T15:21:31.732099,7.926,5.726,0.06,0.06,160.102,160.101,success
2412.15483,2025-11-14T15:21:17.782101,2025-11-14T15:21:32.335935,14.554,5.876,0.154,0.154,160.102,160.102,success
2412.15487,2025-11-14T15:21:25.111948,2025-11-14T15:21:34.147483,9.036,1.445,0.277,0.277,160.102,160.101,success
2412.15489,2025-11-14T15:21:31.738706,2025-11-14T15:21:38.881236,7.143,0.903,0.163,0.163,160.102,160.102,success
